title,authors,url,session,abstract_takeaway
"D-FUSEr: Diverse Failure, Unified Success via Error-Distribution Shaping in LLM Reasoning",David Baek; Andrew Estornell; Yichi Zhang; Muhammad Faaiz Taufiq; Jean-Francois Ton; Jie Mei; Tao Wang,https://icml.cc/virtual/2026/poster/63783,Poster Session 8,"Focuses on iterative refinement, majority vote, diverse failure, majority-vote accuracy, and d-fuser diverse."
daVinci-Dev: Agent-native Mid-training for Software Engineering,Ji Zeng; Dayuan Fu; Tiantian Mi; Zhuang Yumin; Yaxing Huang; Xuefeng Li; Lyumanshan Ye; Muhang Xie; Qishuo Hua; Zhen Huang; Mohan Jiang; Hanning Wang; Shijie Xia; Yang Xiao; Jie Sun; Yunze Wu; Pengfei Liu,https://icml.cc/virtual/2026/poster/63099,Poster Session 2,"Focuses on software engineering, agentic mid-training, agentic capabilities, davinci-dev agent-native, and agent-native mid-training."
DC-Leap: Training-Free Acceleration of dLLMs via Draft-Guided Contiguous Leaping Decoding,Yanhua Jiao; Tianyi Wu; Xiaoxi Sun; Yulin Li; Huiling Zhen; Libo Qin; Baotian Hu; Zhuotao Tian; Min zhang,https://icml.cc/virtual/2026/poster/63573,,"Focuses on dc-leap training-free, acceleration dllms, parallel decoding, reliable acceleration, and training-free acceleration."
DecodeShare: Tracing the Shared Pathways of LLM Decode-Time Decisions,Zishan Shao; Lixun Zhang; Kangning Cui; Yixiao Wang; Ting Jiang; Hancheng Ye; Qinsi Wang; Zhixu Du; Yuzhe Fu; Fan Yang; Danyang Zhuo; Yiran Chen; Hai Li,https://icml.cc/virtual/2026/poster/61072,,"Focuses on shared subspace, decode time, steering vectors, decodeshare tracing, and tracing shared."
DECOR: Learning to Decompose and Collaborate in Deep Search via Multi-Agent Reinforcement Learning,Ruiqing Chen; Zekun Zhang; Gong-Duo Zhang; Lihong Gu; Lin Zhou,https://icml.cc/virtual/2026/poster/62745,Poster Session 1,"Focuses on search multi-agent, multi-agent reinforcement, cognitive overload, decor decompose, and decompose collaborate."
Decouple Searching from Training: Scaling Data Mixing via Model Merging for Large Language Model Pre-training,Shengrui Li; Fei zhao; Kaiyan Zhao; Jieying Ye; Haifeng Liu; Fangcheng Shi; Zheyong Xie; Yao Hu; Shaosheng Cao,https://icml.cc/virtual/2026/poster/60972,Poster Session 5,"Focuses on decouple searching, searching training, optimal mixture, training scaling, and scaling mixing."
Decoupling Reasoning and Confidence: Resurrecting Calibration in Reinforcement Learning from Verifiable Rewards,Zhengzhao Ma; Xueru Wen; Boxi Cao; Yaojie Lu; Hongyu Lin; Jinglin Yang; Min He; Xianpei Han; Le Sun,https://icml.cc/virtual/2026/poster/66459,Poster Session 5,"Focuses on reinforcement verifiable, verifiable rewards, decoupling reasoning, reasoning confidence, and confidence resurrecting."
DenseSteer: Steering Small Language Models towards Dense Math Reasoning,Yang Ouyang; Shuhang Lin; Jung-Eun Kim,https://icml.cc/virtual/2026/poster/62933,Poster Session 7,"Focuses on dense reasoning, math reasoning, densesteer steering, steering small, and small language."
Detecting Errors in AI-Generated Annotations: When and Why Semantic Neighbors Help,Na Di; Ling Li; Zhe Tang; Hao Cheng; Jinlong Pang; Jiaheng Wei; Zhaowei Zhu,https://icml.cc/virtual/2026/poster/63616,Poster Session 2,"Focuses on semantic neighbors, calibration signals, error detection, neighbors help, and reliable calibration."
Deterministic Differentiable Structured Pruning for Large Language Models,Weiyu Huang; Pengle Zhang; Xiaolu Zhang; JUN ZHOU; Jun Zhu; Jianfei Chen,https://icml.cc/virtual/2026/poster/66177,Poster Session 4,"Focuses on deterministic differentiable, structured pruning, train--test mismatch, differentiable structured, and pruning large."
Didactic to Constructive: Turning Expert Solutions into Learnable Reasoning,Ethan Mendes; Jungsoo Park; Alan Ritter,https://icml.cc/virtual/2026/poster/64843,Poster Session 5,"Focuses on expert solutions, high-quality expert, didactic constructive, constructive turning, and turning expert."
Diffract: Spectral View of LLM Domain Adaptation,Nikita Borodin; Maria Krylova; Artem Zabolotnyi; Dmitry Aspisov; Egor Shikov; Nikita Tyuplyaev; Oleg Travkin; Roman Alferov; Dmitry Vinichenko,https://icml.cc/virtual/2026/poster/63441,Poster Session 3,"Focuses on singular value, diffract spectral, spectral view, view llm, and llm domain."
Dirichlet-Prior Shaping: Guiding Expert Specialization in Upcycled MoEs,Leyla Mirvakhabova; Babak Ehteshami Bejnordi; Gaurav Kumar; Hanxue Liang; Wanru Zhao; Paul Whatmough,https://icml.cc/virtual/2026/poster/65632,Poster Session 7,"Focuses on expert specialization, dirichlet-prior shaping, probability distributions, shaping guiding, and guiding expert."
Discounted Beta-Bernoulli Reward Estimation for Sample-Efficient Reinforcement Learning with Verifiable Rewards,Haechan Kim; Soohyun Ryu; Gyouk Chu; Doohyuk Jang; Eunho Yang,https://icml.cc/virtual/2026/poster/64040,Poster Session 5,"Focuses on reward estimation, reinforcement verifiable, verifiable rewards, point estimation, and variance collapse."
"Disentangling Geometry, Performance, and Training in Language Models",Atharva Kulkarni; Jacob Mitchell Springer; Arjun Subramonian; Swabha Swayamdipta,https://icml.cc/virtual/2026/poster/62046,Poster Session 7,"Focuses on effective rank, unembedding matrix, disentangling geometry, geometry training, and training language."
Dispersion Loss Counteracts Embedding Condensation and Improves Generalization in Small Language Models,Chen Liu; Xingzhi Sun; Xi Xiao; Alexandre Van Tassel; Ke Xu; Kristof Reimann; Danqi Liao; Mark Gerstein; Tianyang Wang; Xiao Wang; Smita Krishnaswamy,https://icml.cc/virtual/2026/poster/61492,Poster Session 1,"Focuses on embedding condensation, dispersion loss, loss counteracts, counteracts embedding, and condensation generalization."
Distinguishable Deletion: Unifying Knowledge Erasure and Refusal for Large Language Model Unlearning,Puning Yang; Junchi Yu; Qizhou Wang; Phil Torr; Bo Han; Xiuying Chen,https://icml.cc/virtual/2026/poster/65264,Poster Session 5,"Focuses on distinguishable deletion, during training, refusal mechanism, deletion unifying, and unifying knowledge."
Distributed Direct Preference Optimization,Zhanhong Jiang,https://icml.cc/virtual/2026/poster/61911,,"Focuses on preference optimization, direct preference, distributed direct, optimization preference-based, and preference-based reinforcement."
Distribution-Calibrated Inference Time Compute for Thinking LLM-as-a-Judge,Hamid Dadkhahi; Firas Trabelsi; Parker Riley; Juraj Juraska; Mehdi Mirzazadeh,https://icml.cc/virtual/2026/poster/61432,Poster Session 8,"Focuses on distribution-calibrated inference, inference time, time compute, compute thinking, and thinking llm-as-a-judge."
Diversity Over Frequency: Rethinking Tool Use in Visual Chain-of-Thought Agents,Dong-Hee Kim; Reuben Tan; DONGHYUN KIM,https://icml.cc/virtual/2026/poster/61111,Poster Session 7,"Focuses on visual search, tool-use collapse, during training, diversity frequency, and frequency rethinking."
Diving into Kronecker Adapters: Component Design Matters,Jiayu Bai; Danchen Yu; Zhenyu Liao; TianQi Hou; Feng Zhou; Robert Qiu; Zenan Ling,https://icml.cc/virtual/2026/poster/61435,Poster Session 7,"Focuses on kronecker adapters, component structure, dimensions number, number kronecker, and kronecker components."
dLLM-Cache: Accelerating Diffusion Large Language Models with Adaptive Caching,Zhiyuan Liu; Yicun Yang; Yaojie Zhang; Junjie Chen; Chang Zou; Qingyan Wei; Shaobo Wang; Yichen Zhu; Linfeng Zhang,https://icml.cc/virtual/2026/poster/62405,Poster Session 7,"Focuses on adaptive caching, inference latency, dllm inference, dllm-cache accelerating, and accelerating diffusion."
DocVAL: Validated Chain-of-Thought Distillation for Grounded Document VQA,Pinaki Prasad Guha Neogi; Ahmad Mohammadshirazi; Ser-Nam Lim; Rajiv Ramnath,https://icml.cc/virtual/2026/poster/63260,Poster Session 5,"Focuses on docval validated, validated chain-of-thought, question answering, strong spatial, and spatial grounding."
Don't Force the Fit: Bounded Log-Likelihood Loss for Enhanced Reasoning in Large Language Models,Feng Zhao; Hong Zhang; Yu Yang; Ruilin Zhao; Guandong Xu,https://icml.cc/virtual/2026/poster/61840,Poster Session 3,"Focuses on bounded log-likelihood, log-likelihood loss, low-probability tokens, don force, and force fit."
DOT-MoE: Differentiable Optimal Transport for MoEfication,Udbhav Bamba; Arnav Chavan; Aryamaan Thakur; Deepak Gupta; Steven Teig,https://icml.cc/virtual/2026/poster/63478,Poster Session 1,"Focuses on differentiable optimal, optimal transport, dot-moe differentiable, transport moefication, and moefication scaling."
DR-MMSearchAgent: Deepening Reasoning in Multimodal Search Agents,Shengqin Wang; Wentao Yan; Huichi Zhou; Yihang Chen; Kun Shao; Zhizhong Zhang; Yuan Xie,https://icml.cc/virtual/2026/poster/66547,,"Focuses on deepening reasoning, dr-mmsearchagent deepening, reasoning multimodal, multimodal search, and search agents."
Draft-and-Audit Reinforcement Learning for Optimization Modeling,Zeping Min; Weihang Xu; Zhengzhong You; Wotao Yin; Xinshang Wang,https://icml.cc/virtual/2026/poster/66426,Poster Session 1,"Focuses on optimization modeling, draft-and-audit reinforcement, reinforcement optimization, modeling natural, and natural language."
DRIFT: Decoupled Rollouts and Importance-Weighted Fine-Tuning for Efficient Multi-Turn Optimization,Jian Mu; Tianyi Lin; Chengwei Qin; Zhongxiang Dai; Yao Shu,https://icml.cc/virtual/2026/poster/61324,Poster Session 8,"Focuses on drift decoupled, decoupled rollouts, rollouts importance-weighted, importance-weighted fine-tuning, and supervised fine-tuning."
dTRPO : Trajectory Reduction in Policy Optimization of Diffusion Large Language Models,Wenxuan Zhang; Lemeng Wu; Changsheng Zhao; Ernie Chang; Mingchen Zhuge; Zechun Liu; Andy (DiJia) Su; Hanxian Huang; Jun Chen; Chong Zhou; Raghuraman Krishnamoorthi; Vikas Chandra; Mohamed Elhoseiny; Wei Wen,https://icml.cc/virtual/2026/poster/63947,Poster Session 3,"Focuses on trajectory reduction, reduction policy, policy optimization, diffusion large, and dtrpo trajectory."
DyLLM: Efficient Diffusion LLM inference via saliency-based token selection and partial attention,Younjoo Lee; Junghoo Lee; Seungkyun Dan; Jaiyoung Park; Jung Ho Ahn,https://icml.cc/virtual/2026/poster/66757,Poster Session 7,"Focuses on salient tokens, only salient, dyllm diffusion, diffusion llm, and llm inference."
Dynamic Thinking-Token Selection for Efficient Reasoning in Large Reasoning Models,zhenyuan guo; Tong Chen; Wenlong Meng; Chen GONG; Xin Yu; Chengkun Wei; Wenzhi CHEN,https://icml.cc/virtual/2026/poster/61200,Poster Session 7,"Focuses on reasoning large, large reasoning, reasoning trace, final answer, and memory footprint."
Easier to Judge than to Find: Predicting In-Context Learning Success for Demonstration Selection,Haochun Wang; Chaofen Yang; Jiatong Liu; Jingbo Wang; Zewen Qiang; Sendong Zhao; Ting Liu; Bing Qin,https://icml.cc/virtual/2026/poster/62201,Poster Session 4,"Focuses on easier judge, judge find, find predicting, demonstration selection, and predicting in-context."
EasyBalance: Cross-Layer Load Balancing in Distributed MoE Inference,Yize Wu; KE GAO; Ling Li; Yanjun Wu,https://icml.cc/virtual/2026/poster/61199,Poster Session 7,"Focuses on load balancing, easybalance cross-layer, cross-layer load, moe inference, and additional overhead."
Edit-Based Refinement for Parallel Masked Diffusion Language Models,Houxing Ren; Mingjie Zhan; Zimu Lu; Ke Wang; Yunqiao Yang; Haotian Hou; Junting Pan; Hongsheng Li,https://icml.cc/virtual/2026/poster/63110,Poster Session 4,"Focuses on edit-based refinement, masked diffusion, diffusion language, substantially quality, and quality robustness."
Efficient Hallucination Detection for LLMs Using Uncertainty-Aware Attention Heads,Artem Vazhentsev; Lyudmila Rvanova; Gleb Kuzmin; Ekaterina Fadeeva; Ivan Lazichny; Alexander Panchenko; Maxim Panov; Mrinmaya Sachan; Preslav Nakov; Tim Baldwin; Artem Shelmanov,https://icml.cc/virtual/2026/poster/61700,Poster Session 3,"Focuses on attention heads, hallucination detection, uncertainty-aware attention, uncertainty quantification, and detection llms."
Efficient numeracy in language models through single-token number embeddings,Linus Kreitner; Paul Hager; Jonathan Mengedoht; Georgios Kaissis; Daniel Rueckert; Martin Menten,https://icml.cc/virtual/2026/poster/65629,Poster Session 3,"Focuses on single-token number, numeracy language, language single-token, number embeddings, and embeddings drive."
Efficient Parallel Samplers for Recurrent-Depth Models,Jonas Geiping; Xinyu Yang; Guinan Su,https://icml.cc/virtual/2026/poster/62383,Poster Session 3,"Focuses on generation sampler, parallel samplers, samplers recurrent-depth, recurrent-depth language, and language recurrent."
Efficient Reasoning with Hidden Thinking,Xuan Shen; Yizhou Wang; Yufa Zhou; Xiangxi Shi; Pu Zhao; Yanzhi Wang; Jiuxiang Gu,https://icml.cc/virtual/2026/poster/65014,Poster Session 6,"Focuses on thinking tokens, information gap, reasoning hidden, hidden thinking, and thinking chain-of-thought."
Efficient Training-Free Multi-Token Prediction via Embedding-Space Probing,Raghavv Goel; Mukul Gagrani; Mingu Lee; Christopher Lott,https://icml.cc/virtual/2026/poster/61857,Poster Session 7,"Focuses on multi-token prediction, training-free multi-token, prediction embedding-space, embedding-space probing, and probing large."
Embedding Trust: Semantic Isotropy Predicts Nonfactuality in Long-Form Text Generation,Dhrupad Bhardwaj; Julia Kempe; Tim G. J. Rudner,https://icml.cc/virtual/2026/poster/64313,Poster Session 7,"Focuses on long-form responses, semantic isotropy, nonfactuality long-form, responses open-ended, and open-ended prompts."
Embodied Task Planning via Graph-Informed Action Generation with Large Lanaguage Model,Xiang Li; Ning Yan; Masood Mortazavi,https://icml.cc/virtual/2026/poster/61431,Poster Session 7,"Focuses on embodied agents, robotouille synchronous, asynchronous alfworld, embodied task, and task planning."
Empty Shelves or Lost Keys? Recall Is the Bottleneck for Parametric Factuality,Nitay Calderon; Eyal Ben-David; Zorik Gekhman; Eran Ofek; Gal Yona,https://icml.cc/virtual/2026/poster/62257,Poster Session 1,"Focuses on empty shelves, lost keys, missing knowledge, shelves lost, and keys recall."
Endogenous Resistance to Activation Steering in Language Models: Evidence for Internal Consistency Monitoring in Llama-3.3-70B,Alex McKenzie; Keenan Pepper; Stijn Servaes; Martin Leitgab; Murat Cubuktepe; Michael Vaiana; Diogo de Lucena; Judd Rosenblatt; Michael Graziano,https://icml.cc/virtual/2026/poster/62558,Poster Session 3,"Focuses on activation steering, multi-attempt rate, endogenous resistance, resistance activation, and steering language."
EngiAgent: Fully Connected Coordination of LLM Agents for Solving Open-ended Engineering Problems with Feasible Solutions,Xiyuan Zhou; Ruixi Zou; Xinlei Wang; Yuheng Cheng; Yan Xu; Junhua Zhao; Jinjin Gu,https://icml.cc/virtual/2026/poster/66645,Poster Session 8,"Focuses on fully connected, engineering solving, feasible solutions, connected coordinator, and engiagent fully."
Enhancing LLM Training via Spectral Clipping,Xiaowen Jiang; Andrei Semenov; Sebastian Stich,https://icml.cc/virtual/2026/poster/64066,Poster Session 4,"Focuses on spectral clipping, llm training, sparse spectral, spectral spikes, and spectral-norm constraints."
EpiCache: Episodic KV Cache Management for Long-Term Conversation on Resource-Constrained Environments,Minsoo Kim; Arnav Kundu; Han-Byul Kim; Richa Dixit; Minsik Cho,https://icml.cc/virtual/2026/poster/65405,Poster Session 6,"Focuses on cache management, long conversational, memory usage, cache eviction, and peak memory."
Escaping the Likelihood Trap: Geometric Diversity Optimization for Long-Form Image Captioning,Qingmei Tang; Shuai Hao; Rong Fu; Zirui Mo; Xiang Liu; Jiaxuan Lu; Wenyu Wang,https://icml.cc/virtual/2026/poster/65354,Poster Session 8,"Focuses on likelihood trap, escaping likelihood, trap geometric, geometric diversity, and diversity optimization."
Evaluating and Explaining Prompt Sensitivity of LLMs Using Interactions,Ruiyang Qin; Qingzhuo Wang; Tian Wang; Zhihua Wei; Wen Shen,https://icml.cc/virtual/2026/poster/65089,Poster Session 8,"Focuses on prompt sensitivity, sensitivity llms, changes prompts, four factors, and reduce prompt."
Evaluating LLM Uncertainty in Long-Form Generation Using Deterministic Ground Truth,Ido Amit; Ido Galil; Ran El-Yaniv,https://icml.cc/virtual/2026/poster/61198,Poster Session 1,"Focuses on long-form generation, deterministic ground, ground truth, evaluating llm, and llm uncertainty."
Evaluating Robustness of Reasoning Models on Parameterized Logical Problems,Naïm Es-sebbani; Esteban Marquer; Yakoub Salhi; Zied Bouraoui,https://icml.cc/virtual/2026/poster/62420,Poster Session 3,"Focuses on llm-based reasoners, evaluating robustness, robustness reasoning, reasoning parameterized, and parameterized logical."
EvoGM: Learning to Merge LLMs via Evolutionary Generative Optimization,Tao Jiang; Xinmeng Yu; Chenhao Yi; Yiling Wu; Yan Li; Ran Cheng; Dongmei Jiang; Jianguo Zhang,https://icml.cc/virtual/2026/poster/64090,Poster Session 7,"Focuses on evolutionary generative, evogm merge, merge llms, llms evolutionary, and generative optimization."
Evolution Strategies at Scale: LLM Fine-Tuning Beyond Reinforcement Learning,Xin Qiu; Yulu Gan; Conor Hayes; Qiyao Liang; Yinggan XU; Roberto Dailey; Elliot Meyerson; Babak Hodjat; Risto Miikkulainen,https://icml.cc/virtual/2026/poster/62279,Poster Session 6,"Focuses on evolution strategies, llm fine-tuning, fine-tuning beyond, strategies scale, and scale llm."
Executable Agentic Memory for GUI Agent,Zerui Qin; Sheng Yue; Xingyuan Hua; Yongjian Fu; Ju Ren,https://icml.cc/virtual/2026/poster/65931,Poster Session 1,"Focuses on executable agentic, agentic memory, memory gui, gui agent, and agent modern."
Exploring Relational Reasoning Capabilities in LLMs with REL,Lukas Fesser; Yasha Ektefaie; Ada Fang; Sham Kakade; Marinka Zitnik,https://icml.cc/virtual/2026/poster/66314,Poster Session 5,"Focuses on relational reasoning, relational binding, lens relational, relational complexity, and exploring relational."
Factored Causal Representation Learning for Robust Reward Modeling in RLHF,Yupei Yang; Lin Yang; Wanxi Deng; Lin Qu; Fan Feng; Biwei Huang; Shikui Tu; Lei Xu,https://icml.cc/virtual/2026/poster/65508,Poster Session 5,"Focuses on robust reward, reward hacking, non-causal factors, length sycophantic, and sycophantic bias."
Facts in Stats: Impacts of Pretraining Diversity on Language Model Generalization,Tina Behnia; Puneesh Deora; Christos Thrampoulidis,https://icml.cc/virtual/2026/poster/64554,Poster Session 7,"Focuses on factual associations, contextual structure, contextual diversity, factual recall, and facts stats."
Falsifying Sparse Autoencoder Reasoning Features in Language Models,George Ma; Zhongyuan Liang; Irene Y. Chen; Somayeh Sojoudi,https://icml.cc/virtual/2026/poster/63849,Poster Session 7,"Focuses on reasoning features, low-dimensional correlates, contrastively selected, reasoning traces, and falsifying sparse."
Fast and Accurate Causal Parallel Decoding using Jacobi Forcing,Lanxiang Hu; Siqi Kou; Yichao Fu; Samyam Rajbhandari; Tajana Rosing; Yuxiong He; Zhijie Deng; Hao Zhang,https://icml.cc/virtual/2026/poster/64353,Poster Session 4,"Focuses on jacobi forcing, wall-clock speedup, fast accurate, accurate causal, and causal parallel."
Fast Byte Latent Transformer,Julie Kallini; Artidoro Pagnoni; Tomasz Limisiewicz; Gargi Ghosh; Luke Zettlemoyer; Christopher Potts; Xiaochuang Han; Srinivasan Iyer,https://icml.cc/virtual/2026/poster/61801,Poster Session 6,"Focuses on byte latent, latent transformer, blt diffusion, fast byte, and transformer recent."
Federated Sketching LoRA: A Flexible Framework for Heterogeneous Collaborative Fine-Tuning of LLMs,Wenzhi Fang; Dong-Jun Han; Liangqi Yuan; Seyyedali Hosseinalipour; Christopher G. Brinton,https://icml.cc/virtual/2026/poster/61429,Poster Session 1,"Focuses on federated sketching, sketching lora, sketching ratios, lora flexible, and flexible heterogeneous."
Finding the Minimal Parameter Budget for Implicit Reasoning: A Data Complexity Driven Scaling Law for Language Models,Xinyi Wang; Shawn Tan; Shenbo Xu; Mingyu Jin; William Wang; Rameswar Panda; Yikang Shen,https://icml.cc/virtual/2026/poster/62190,Poster Session 8,"Focuses on parameter budget, implicit reasoning, minimal parameter, budget implicit, and scaling law."
Fine-Tuning Without Forgetting In-Context Learning: A Theoretical Analysis of Linear Attention Models,Chungpa Lee; Jy-yong Sohn; Kangwook Lee,https://icml.cc/virtual/2026/poster/62110,Poster Session 1,"Focuses on theoretical analysis, linear attention, downstream tasks, tasks seen, and seen during."
FIRE: Learning to Navigate and Act on Real-World Files via Stateful Reinforcement Learning,Jingyuan Ma; Zheng Li; Rui Li; Siyao Song; Ying Zeng; Minghao Li; Zhifang Sui,https://icml.cc/virtual/2026/poster/61960,Poster Session 6,"Focuses on real-world files, fire navigate, navigate act, act real-world, and files stateful."
FloorplanQA: A Benchmark for Spatial Reasoning in LLMs using Structured Representations,Fedor Rodionov; Abdelrahman Eldesokey; Michael Birsak; John Femiani; Bernard Ghanem; Peter Wonka,https://icml.cc/virtual/2026/poster/62946,Poster Session 8,"Focuses on spatial reasoning, structured representations, floorplanqa spatial, reasoning llms, and llms structured."
FOAM: Blocked State Folding for Memory-Efficient LLM Training,Ziqing Wen; Jiahuan Wang; ping luo; Dongsheng Li; Tao Sun,https://icml.cc/virtual/2026/poster/62070,,"Focuses on optimizer states, foam blocked, blocked state, state folding, and folding memory-efficient."
FOCUS & RePAIR: Mitigating Text Degeneration via Token-Level Guidance For Pruned Large Language Models,Junyoung Lee; Sehyeon Park; Shinhyoung Jang; Seonha Ryu; Hojeong Kim; Hyunsei Lee; Il Suh; Yeseong Kim,https://icml.cc/virtual/2026/poster/66464,Poster Session 7,"Focuses on text degeneration, token-level guidance, repetition loops, plausible alternatives, and focus repair."
From Extraction to Deduction: Resolving Functional Misalignment in RAG via a Collaborative Critic-Reasoner Framework,Yufei Chen; Yao Wang; Haibin Zhang; Hualin zhou; Tao Gu,https://icml.cc/virtual/2026/poster/66383,Poster Session 7,"Focuses on functional misalignment, collaborative critic-reasoner, extraction deduction, deduction resolving, and resolving functional."
From Flat Facts to Sharp Hallucinations: Detecting Stubborn Errors via Gradient Sensitivity,Liew Yee Zhing; Andrew Tan; Anwar Majeed,https://icml.cc/virtual/2026/poster/62350,Poster Session 6,"Focuses on gradient sensitivity, stubborn hallucinations, memorization epgs, flat facts, and facts sharp."
From Intent to Solver Code: Semantic Alignment in Optimization Modeling,Yansen Zhang; Qingcan Kang; Yujie chen; Yufei Wang; Xiongwei Han; Tao Zhong; Mingxuan Yuan; Chen Ma,https://icml.cc/virtual/2026/poster/65386,Poster Session 2,"Focuses on optimization modeling, intent solver, solver semantic, semantic alignment, and alignment optimization."
From Interactions to Principles: Experience-Driven Self-Distillation for Evolving LLM Agents,Rong Wu; Xiaoman Wang; Jianbiao Mei; Pinlong Cai; Daocheng Fu; Cheng Yang; Licheng Wen; Xuemeng Yang; Yufan Shen; Yuxin Wang; Botian Shi,https://icml.cc/virtual/2026/poster/65641,,"Focuses on llm agents, phase agent, interactions principles, principles experience-driven, and experience-driven self-distillation."
From Out-of-Distribution Detection to Hallucination Detection: A Geometric View,Litian Liu; Reza Pourreza; Yubing Jian; Yao Qin; Roland Memisevic,https://icml.cc/virtual/2026/poster/62687,Poster Session 4,"Focuses on hallucination detection, ood detection, out-of-distribution detection, detection hallucination, and detection geometric."
From Player to Master: Enhancing Test-Time Learning of LLM Agents via Reinforcement Learning over Memory,Yishuo Cai; Xingyu Guo; Xuancheng Huang; Jinhua Du; can huang; Wenxuan Huang; Wenhan Ma; Yuyang Hu; Aohan Zeng; Jie Tang; Xu SUN,https://icml.cc/virtual/2026/poster/62463,,"Focuses on llm agents, player master, master enhancing, enhancing test-time, and test-time llm."
From Prompts to Tokens: Internalizing Causal Supervision in Vision-Language Model for Multi-Image Causal Reasoning,Haoping Yu; Yuanxi Li; Jing Ma,https://icml.cc/virtual/2026/poster/64456,Poster Session 4,"Focuses on causal reasoning, causal supervision, visual causal, multi-image inputs, and prompts tokens."
From Retrieval to Translation: Translating Query into Graph-level Clues for Retrieval-Augmented Generation,Qichuan Liu; Chenfeng Zheng; Yuxuan Hu; Zerui Chen; Chentao Zhang; Qinggang Zhang; Zhihong Zhang,https://icml.cc/virtual/2026/poster/65759,Poster Session 5,"Focuses on graph-level clues, retrieval-augmented generation, precise passage, passage retrieval, and retrieval translation."
FT-Dojo: Towards Autonomous LLM Fine-Tuning with Language Agents,Qizheng Li; Yifei Zhang; Xiao Yang; Xu Yang; Zhuo Wang; Bowen Xian; Weiqing Liu; Jiang Bian,https://icml.cc/virtual/2026/poster/63475,Poster Session 2,"Focuses on llm fine-tuning, iteratively diagnose, fine-tuning agents, ft-dojo autonomous, and autonomous llm."
GAM-RAG: Gain-Adaptive Memory for Evolving Retrieval in Retrieval-Augmented Generation,Yifan Wang; Mingxuan Jiang; Zhihao Sun; Yixin Cao; Yicun Liu; Keyang Chen; Guangnan Ye; Hongfeng Chai,https://icml.cc/virtual/2026/poster/65843,,"Focuses on retrieval-augmented generation, related queries, gam-rag gain-adaptive, gain-adaptive memory, and memory evolving."
GDPO: Group reward-Decoupled Normalization Policy Optimization for Multi-reward RL Optimization,Shih-Yang Liu; Xin Dong; Ximing Lu; Shizhe Diao; Peter Belcak; Mingjie Liu; Min-Hung Chen; Hongxu Yin; Yu-Chiang Wang; Kwang-Ting Cheng; Yejin Choi; Jan Kautz; Pavlo Molchanov,https://icml.cc/virtual/2026/poster/63333,Poster Session 6,"Focuses on policy optimization, group reward-decoupled, reward-decoupled normalization, normalization policy, and multi-reward optimization."
GEM: Geometric Entropy Mixing for Optimal LLM Data Curation,Yue Min; Ziyun Qiao; Ruining Chen; Yujun Li,https://icml.cc/virtual/2026/poster/61371,Poster Session 5,"Focuses on gem geometric, geometric entropy, entropy mixing, mixing optimal, and optimal llm."
Generalized Correctness Models: Learning Calibrated and Cross-Model Correctness Predictors from Historical Patterns,Hanqi Xiao; Vaidehi Patil; Hyunji Lee; Elias Stengel-Eskin; Mohit Bansal,https://icml.cc/virtual/2026/poster/62488,Poster Session 1,"Focuses on generalized correctness, llm attempting, correctness prediction, correctness calibrated, and calibrated cross-model."
Generation Enhances Understanding in Unified Multimodal Models via Multi-Representation Generation,Zihan Su; Hongyang Wei; Kangrui Cen; Yong Wang; Guanhua CHEN; Chun Yuan; Xiangxiang Chu,https://icml.cc/virtual/2026/poster/61013,Poster Session 3,"Focuses on enhances understanding, unified multimodal, multi-representation generation, visual understanding, and understanding generation."
Geometry-Aware Decoding with Wasserstein-Regularized Truncation and Mass Penalties for Large Language Models,Arash Gholamidavoodi; Navid Rezazadeh; Seyed Davoudi; Pouya Pezeshkpour,https://icml.cc/virtual/2026/poster/65040,Poster Session 1,"Focuses on mass entropy, probability mass, geometry-aware decoding, decoding wasserstein-regularized, and wasserstein-regularized truncation."
Gradient Regularization Prevents Reward Hacking in Reinforcement Learning from Human Feedback and Verifiable Rewards,Johannes Ackermann; Michael Noukhovitch; Takashi Ishida; Masashi Sugiyama,https://icml.cc/virtual/2026/poster/63860,Poster Session 3,"Focuses on reward accuracy, gradient regularization, reward hacking, reinforcement human, and human feedback."
Gradients with Respect to Semantics Preserving Embeddings Tell the Uncertainty of Large Language Model,Mingda Li; Rundong Lv; Xinyu Li; Weinan Zhang; Ting Liu,https://icml.cc/virtual/2026/poster/66430,Poster Session 3,"Focuses on free-form generation, gradients semantic, semantic space, gradients respect, and respect semantics."
GradMem: Learning to Write Context into Memory with Test-Time Gradient Descent,Yuri Kuratov; Matvey Kairov; Aydar Bulatov; Ivan Rodkin; Mikhail Burtsev,https://icml.cc/virtual/2026/poster/62306,Poster Session 8,"Focuses on context memory, gradient descent, gradmem write, write context, and memory test-time."
Graph of States: Solving Abductive Tasks with Large Language Models,Yu Luo; Rongchen Gao; Lu Teng; Xidao Wen; Jiamin Jiang; Qingliang Zhang; Yongqian Sun; Shenglin Zhang; Jiasong Feng; Tong Liu; Wenjie Zhang; Dan Pei,https://icml.cc/virtual/2026/poster/65285,Poster Session 8,"Focuses on abductive tasks, graph states, abductive reasoning, states solving, and solving abductive."
